description,url,price,rating,review_count,author,binding,bestseller
What Lies Beyond the Veil (Of Flesh & Bone Series Book 1),https://www.amazon.com/What-Lies-Beyond-Veil-Flesh-ebook/dp/B09HJYMTKW/ref=sr_1_279?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557148&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-279,0.00,4.3 out of 5 stars,7915,Book 1 of 3: Of Flesh & Bone Series,Kindle,No
Better Off Dead: A Jack Reacher Novel,https://www.amazon.com/Better-Off-Dead-Reacher-Novel-ebook/dp/B08SBMCSQQ/ref=sr_1_280?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557148&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-280,9.99,4.1 out of 5 stars,53359,Book 26 of 27: Jack Reacher,Kindle,Editors' pick
INFINITE POSSIBILITIES (MEN OF ACTION Book 3),https://www.amazon.com/INFINITE-POSSIBILITIES-MEN-ACTION-Book-ebook/dp/B09ZK6BVRX/ref=sr_1_281?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557148&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-281,9.99,4.8 out of 5 stars,51,Book 3 of 3: MEN OF ACTION,Kindle,No
A Song of Comfortable Chairs: No. 1 Ladies' Detective Agency (23) (No. 1 Ladies' Detective Agency Series),https://www.amazon.com/Song-Comfortable-Chairs-Ladies-Detective-ebook/dp/B09N6RTPQH/ref=sr_1_282?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557148&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-282,14.99,4.7 out of 5 stars,1090,Book 23 of 23: No 1. Ladies' Detective Agency,Kindle,Editors' pick
Drunk on Love,https://www.amazon.com/Drunk-Love-Jasmine-Guillory-ebook/dp/B09QP9K4C4/ref=sr_1_283?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557148&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-283,10.99,4.0 out of 5 stars,128,Jasmine Guillory,Kindle,Editors' pick
Dreamland: A Novel,https://www.amazon.com/Dreamland-Novel-Nicholas-Sparks/dp/059344955X/ref=sr_1_284?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557148&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-284,16.49,4.8 out of 5 stars,185,Nicholas Sparks,Hardcover,Editors' pick
The Great Alone: A Novel,https://www.amazon.com/Great-Alone-Novel-Kristin-Hannah/dp/1250229537/ref=sr_1_285?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557148&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-285,11.69,4.7 out of 5 stars,44644,Kristin Hannah,Paperback,No
A Feather on the Water: A Novel,https://www.amazon.com/Feather-Water-Lindsay-Jayne-Ashford-ebook/dp/B09LC5CYGH/ref=sr_1_286?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557148&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-286,0.00,4.5 out of 5 stars,15288,Lindsay Jayne Ashford,Kindle,Best Seller
Praise,https://www.amazon.com/Audible-Praise/dp/B09VTMJDPZ/ref=sr_1_287?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557148&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-287,0.00,4.5 out of 5 stars,18292,Part of: Salacious Players' Club (4 books),Audible Audiobook,No
Carnegie's Maid: A Novel,https://www.amazon.com/Carnegies-Maid-Novel-Marie-Benedict/dp/1492662704/ref=sr_1_289?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557148&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-289,7.97,4.4 out of 5 stars,14646,Marie Benedict,Paperback,No
The Omega Factor,https://www.amazon.com/Omega-Factor-Steve-Berry-ebook/dp/B09HQLPT8W/ref=sr_1_290?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557148&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-290,14.99,4.3 out of 5 stars,3268,Steve Berry,Kindle,No
The Dark Hours,https://www.amazon.com/Dark-Hours-Michael-Connelly-ebook/dp/B08WLRG1L2/ref=sr_1_291?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557148&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-291,11.99,4.6 out of 5 stars,52724,Book 4 of 5: Renée Ballard,Kindle,Editors' pick
"God of Malice: Legacy, Book 1",https://www.amazon.com/God-Malice-Legacy-Book-1/dp/B0B4SZH4RH/ref=sr_1_292?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557148&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-292,0.00,4.6 out of 5 stars,4762,Book 1 of 3: Legacy of Gods,Audible Audiobook,No
The Alice Network: A Novel,https://www.amazon.com/Alice-Network-Novel-Kate-Quinn-ebook/dp/B01LZFL63S/ref=sr_1_293?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557148&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-293,10.99,4.6 out of 5 stars,25069,Kate Quinn,Kindle,Editors' pick
Fellowship Point: A Novel,https://www.amazon.com/Fellowship-Point-Alice-Elliott-Dark-ebook/dp/B09841YCLV/ref=sr_1_294?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557148&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-294,14.99,4.5 out of 5 stars,1156,Alice Elliott Dark,Kindle,No
Claudia and the New Girl: A Graphic Novel (The Baby-sitters Club #9) (9) (The Baby-Sitters Club Graphix),https://www.amazon.com/Claudia-Baby-sitters-Graphic-Baby-Sitters-Graphix/dp/1338304577/ref=sr_1_295?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557148&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-295,9.79,4.8 out of 5 stars,4298,Book 9 of 13: The Ba-Sitters Club Graphix,Paperback,No
Billy Summers,https://www.amazon.com/Billy-Summers/dp/B08V9HZGJP/ref=sr_1_296?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557148&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-296,0.00,4.6 out of 5 stars,46670,"Stephen King, Paul Sparks, et al.",Audible Audiobook,No
A Spanish Sunrise: A Novel,https://www.amazon.com/Spanish-Sunrise-Novel-Boo-Walker-ebook/dp/B09MVRJJFF/ref=sr_1_297?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557148&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-297,0.00,4.5 out of 5 stars,5426,Boo Walker,Kindle,No
The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,https://www.amazon.com/Subtle-Art-Not-Giving-Counterintuitive/dp/B01I29Y344/ref=sr_1_298?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557148&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-298,0.00,4.6 out of 5 stars,80297,Part of: The Subtle Art of Not Giving a F*ck (2 books),Audible Audiobook,Best Seller
"Sweet, Soft, Plenty Rhythm: A Novel",https://www.amazon.com/Sweet-Soft-Plenty-Rhythm-Novel/dp/0593316444/ref=sr_1_299?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557148&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-299,21.00,4.8 out of 5 stars,5,Laura Warrell,Hardcover,No
Marple: Twelve New Mysteries (Miss Marple Mysteries),https://www.amazon.com/Untitled-Marple-Collection-Agatha-Christie/dp/0063136058/ref=sr_1_300?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557148&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-300,20.50,4.4 out of 5 stars,137,Part of: Miss Marple Mysteries,Hardcover,Editors' pick
Things We Never Got Over (Knockemout Series),https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg7_1?ie=UTF8&adId=A0708856373JCDO0FE9WU&url=%2FThings-We-Never-Got-Over%2Fdp%2F194563183X%2Fref%3Dsr_1_289_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557154%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-289-spons%26psc%3D1&qualifier=1664557154&id=3989773978442507&widgetName=sp_atf_next,13.76,4.5 out of 5 stars,75881,Lucy Score,Paperback,No
The Trusted (The Trusted Thriller Series),https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg7_1?ie=UTF8&adId=A0142505369T8LDEC4CEJ&url=%2FTrusted-Thriller-Michelle-Medhat%2Fdp%2F1999373758%2Fref%3Dsr_1_290_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557154%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-290-spons%26psc%3D1&qualifier=1664557154&id=3989773978442507&widgetName=sp_atf_next,12.99,3.8 out of 5 stars,270,Michelle Medhat,Paperback,No
The Haunted Lighthouse (Jack Jones),https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg7_1?ie=UTF8&adId=A100288824YY0NDJ1WOUK&url=%2FHaunted-Lighthouse-Jack-Jones%2Fdp%2F1949247015%2Fref%3Dsr_1_291_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557154%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-291-spons%26psc%3D1&qualifier=1664557154&id=3989773978442507&widgetName=sp_atf_next,8.99,4.7 out of 5 stars,262,Zander Bingham,Paperback,No
That Deadly Space: A Civil War Novel,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg7_1?ie=UTF8&adId=A0369541WWXK2PL5P0LR&url=%2FThat-Deadly-Space-Civil-Novel%2Fdp%2F0692840621%2Fref%3Dsr_1_292_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557154%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-292-spons%26psc%3D1&qualifier=1664557154&id=3989773978442507&widgetName=sp_atf_next,12.95,4.4 out of 5 stars,111,Gerald Gillis,Paperback,No
Forever After All: A Billionaire Marriage of Convenience Novel,https://www.amazon.com/Forever-After-All-Marriage-Convenience-ebook/dp/B08TX1H89L/ref=sr_1_293?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557154&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-293,0.00,4.5 out of 5 stars,5715,Catharina Maura,Kindle,Best Seller
"Sweet, Soft, Plenty Rhythm: A Novel",https://www.amazon.com/Sweet-Soft-Plenty-Rhythm-Novel/dp/0593316444/ref=sr_1_294?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557154&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-294,21.00,4.8 out of 5 stars,5,Laura Warrell,Hardcover,No
"Harry Potter and the Prisoner of Azkaban, Book 3",https://www.amazon.com/Harry-Potter-Prisoner-Azkaban-Book/dp/B017V4NTFA/ref=sr_1_295?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557154&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-295,0.00,4.9 out of 5 stars,48221,Book 3 of 7: Harry Potter,Audible Audiobook,No
House in the Cerulean Sea,https://www.amazon.com/House-Cerulean-Sea-TJ-Klune/dp/1250217318/ref=sr_1_296?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557154&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-296,10.54,4.7 out of 5 stars,30810,TJ Klune,Paperback,Editors' pick
She's Up to No Good: A Novel,https://www.amazon.com/Shes-Up-No-Good-Novel-ebook/dp/B09J8JSJL5/ref=sr_1_297?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557154&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-297,0.00,4.5 out of 5 stars,18372,Sara Goodman Confino,Kindle,No
Snowed In for Christmas: A Novel,https://www.amazon.com/Snowed-Christmas-Novel-Sarah-Morgan/dp/1335630945/ref=sr_1_298?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557154&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-298,13.99,4.7 out of 5 stars,43,Sarah Morgan,Paperback,No
Romancing Mister Bridgerton,https://www.amazon.com/Romancing-Mister-Bridgerton-audiobook/dp/B06Y2DSFRJ/ref=sr_1_299?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557154&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-299,0.00,4.6 out of 5 stars,34359,Book 4 of 8: Bridgertons,Audible Audiobook,No
Shattered Sea (The Tattered & Torn Series Book 4),https://www.amazon.com/Shattered-Sea-Tattered-Torn-Book-ebook/dp/B09HP8W1BR/ref=sr_1_300?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557154&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-300,4.99,4.7 out of 5 stars,699,Book 4 of 5: The Tattered & Torn Series,Kindle,No
The Exiles: A Novel,https://www.amazon.com/Exiles-Novel-Christina-Baker-Kline-ebook/dp/B082T2JLLL/ref=sr_1_301?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557154&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-301,12.99,4.4 out of 5 stars,8447,Christina Baker Kline,Kindle,No
Lord of Chaos: Book Six of The Wheel of Time,https://www.amazon.com/Lord-of-Chaos-Robert-Jordan-audiobook/dp/B000AWGX1S/ref=sr_1_302?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557154&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-302,0.00,4.7 out of 5 stars,8163,Book 6 of 14: Wheel of Time,Audible Audiobook,No
Captured By A Sinner (The Sinners Series),https://www.amazon.com/Captured-Sinner-Sinners-Michelle-Heard-ebook/dp/B09Z9FBXN6/ref=sr_1_303?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557154&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-303,0.00,4.6 out of 5 stars,1725,Part of: The Sinners Series (5 books),Kindle,No
Ep.#3.4 - Not The Hill We Die On (The Frontiers Saga - Part 3: Fringe Worlds Book 4),https://www.amazon.com/Ep-3-4-Frontiers-Fringe-Worlds-ebook/dp/B0BG6PNQZT/ref=sr_1_304?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557154&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-304,0.00,4.8 out of 5 stars,197,Book 4 of 4: The Frontiers Saga - Part 3: Fringe Worlds,Kindle,Best Seller
Wait for Me,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg7_1?ie=UTF8&adId=A05619783PCFI89SRVK83&url=%2FWait-Me-J-Valentin%2Fdp%2F1732299072%2Fref%3Dsr_1_305_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557154%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-305-spons%26psc%3D1&qualifier=1664557154&id=3989773978442507&widgetName=sp_mtf,5.95,4.2 out of 5 stars,45,J. J. Valentin,Paperback,No
Battle of the Casbah: A Historical War Novel (The Airmen Series),https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg7_1?ie=UTF8&adId=A003833052IFEFFTFS04&url=%2FBattle-Casbah-Historical-Novel-Airmen%2Fdp%2F1075103746%2Fref%3Dsr_1_306_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557154%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-306-spons%26psc%3D1&qualifier=1664557154&id=3989773978442507&widgetName=sp_mtf,15.95,4.6 out of 5 stars,283,David Lee Corley,Paperback,No
The Essay: A Novel,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg7_1?ie=UTF8&adId=A0786749UHYIB73GK835&url=%2FEssay-Novel-Robin-Yocum%2Fdp%2F1628727179%2Fref%3Dsr_1_307_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557154%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-307-spons%26psc%3D1&qualifier=1664557154&id=3989773978442507&widgetName=sp_mtf,9.99,4.7 out of 5 stars,1401,Robin Yocum,Paperback,No
Hester's Hunt for Home Trilogy: Three Bestselling Novels in One,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg7_1?ie=UTF8&adId=A03560042LULLG9FTSW6M&url=%2FHesters-Hunt-Home-Trilogy-Bestselling%2Fdp%2F1680992066%2Fref%3Dsr_1_308_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557154%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-308-spons%26psc%3D1&qualifier=1664557154&id=3989773978442507&widgetName=sp_mtf,19.99,4.7 out of 5 stars,364,Linda Byler,Paperback,No
Fields of Fire (Backyard Starship Book 9),https://www.amazon.com/Fields-Fire-Backyard-Starship-Book-ebook/dp/B0B5VXYJMJ/ref=sr_1_310?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557154&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-310,0.00,4.8 out of 5 stars,2297,Book 9 of 10: Backyard Starship,Kindle,No
"A Queen of Ruin: Deliciously Dark Fairytales, Book 4",https://www.amazon.com/Queen-Ruin-Deliciously-Dark-Fairytales/dp/B0B2SCYKXC/ref=sr_1_311?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557154&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-311,0.00,4.6 out of 5 stars,9150,Book 4 of 4: Deliciously Dark Fairytales,Audible Audiobook,No
Diary of an 8-Bit Warrior Graphic Novel: Another World (Volume 3) (8-Bit Warrior Graphic Novels),https://www.amazon.com/Diary-8-Bit-Warrior-Graphic-Novel/dp/1524876070/ref=sr_1_312?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557154&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-312,8.99,5.0 out of 5 stars,4,Chapter 3 of 3: 8-Bit Warrior Graphic Novels,Paperback,No
The Three-Body Problem,https://www.amazon.com/The-Three-Body-Problem-audiobook/dp/B00P00QPPY/ref=sr_1_313?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557154&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-313,0.00,4.3 out of 5 stars,16669,Book 1 of 4: The Three-Body Problem,Audible Audiobook,No
"Harry Potter and the Deathly Hallows, Book 7",https://www.amazon.com/Harry-Potter-Deathly-Hallows-Book/dp/B017WJ5PR4/ref=sr_1_314?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557154&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-314,0.00,4.9 out of 5 stars,38873,Book 7 of 7: Harry Potter,Audible Audiobook,No
The War Before The War: A Vietnam War Novel (The Airmen Series),https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg7_1?ie=UTF8&adId=A003775039VFG6MJVAH6W&url=%2FWar-Before-Vietnam-Novel-Airmen%2Fdp%2FB0851L9SQS%2Fref%3Dsr_1_315_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557154%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-315-spons%26psc%3D1&qualifier=1664557154&id=3989773978442507&widgetName=sp_mtf,19.45,4.6 out of 5 stars,779,David Lee Corley,Paperback,No
Churchill's Secret Messenger: A WW2 Novel of Spies & the French Resistance,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg7_1?ie=UTF8&adId=A01094291GAPOPBKQZIGK&url=%2FChurchills-Secret-Messenger-Alan-Hlad%2Fdp%2F1496728416%2Fref%3Dsr_1_317_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557154%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-317-spons%26psc%3D1&qualifier=1664557154&id=3989773978442507&widgetName=sp_mtf,11.01,4.6 out of 5 stars,2988,Alan Hlad,Paperback,No
Tuesday Jane: a novel,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg8_1?ie=UTF8&adId=A0735235XHU453U98TMP&url=%2FTuesday-Jane-novel-Paul-Mikaels%2Fdp%2FB0BBQB4D18%2Fref%3Dsr_1_337_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557158%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-337-spons%26psc%3D1&qualifier=1664557158&id=5319897245428871&widgetName=sp_atf_next,9.99,5.0 out of 5 stars,1,Paul Mikaels,Paperback,No
Caleb's Window: A Novel,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg8_1?ie=UTF8&adId=A06916121ZA777O6TIYGO&url=%2FCalebs-Window-John-J-Siefring%2Fdp%2F1984032194%2Fref%3Dsr_1_338_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557158%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-338-spons%26psc%3D1&qualifier=1664557158&id=5319897245428871&widgetName=sp_atf_next,8.99,4.0 out of 5 stars,20,John J. Siefring,Paperback,No
Deadline: A Novel of Suspense,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg8_1?ie=UTF8&adId=A0279385XLMN081QLEHY&url=%2FDeadline-Novel-Suspense-Douglas-Keil%2Fdp%2F1791341705%2Fref%3Dsr_1_339_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557158%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-339-spons%26psc%3D1&qualifier=1664557158&id=5319897245428871&widgetName=sp_atf_next,11.99,3.9 out of 5 stars,18,Douglas Keil,Paperback,No
