description,url,price,rating,review_count,author,binding,bestseller
What Hunts Inside the Shadows (Of Flesh & Bone Series Book 2),https://www.amazon.com/What-Hunts-Inside-Shadows-Flesh-ebook/dp/B09RH5DG95/ref=sr_1_235?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557144&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-235,0.00,4.4 out of 5 stars,2746,Book 2 of 3: Of Flesh & Bone Series,Kindle,No
Batman '89,https://www.amazon.com/Batman-89-Sam-Hamm/dp/1779512686/ref=sr_1_236?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557144&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-236,17.97,4.3 out of 5 stars,127,Book 1 of 1: Batman '89 (2021-),Hardcover,No
The Family Across the Street: A totally unputdownable psychological thriller with a shocking twist,https://www.amazon.com/Family-Across-Street-unputdownable-psychological/dp/1800198272/ref=sr_1_237?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557144&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-237,9.89,4.3 out of 5 stars,12409,Nicole Trope,Paperback,No
Chasing Love: A Best Friends Brother Romance (Dark Love Series Book 1),https://www.amazon.com/Chasing-Love-Billionaire-Triangle-Dark-ebook/dp/B08923Q54P/ref=sr_1_238?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557144&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-238,0.00,4.2 out of 5 stars,6712,Book 1 of 6: Dark Love Series,Kindle,Best Seller
Credence,https://www.amazon.com/Credence-Penelope-Douglas/dp/1660089050/ref=sr_1_239?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557144&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-239,16.19,4.4 out of 5 stars,21721,Penelope Douglas,Paperback,No
V for Vendetta,https://www.amazon.com/V-Vendetta-Alan-Moore/dp/1779511191/ref=sr_1_240?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557144&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-240,13.99,4.7 out of 5 stars,836,Book 1 of 12: V for Vendetta,Paperback,No
The Revenge: An Insiders Novel (The Insiders Book 3),https://www.amazon.com/Revenge-Insiders-Novel-Tijan-ebook/dp/B09NTKM93R/ref=sr_1_241?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557144&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-241,6.99,4.7 out of 5 stars,798,Book 3 of 3: The Insiders,Kindle,No
Twenty Years Later,https://www.amazon.com/Twenty-Years-Later/dp/B0971S8GYC/ref=sr_1_242?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557144&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-242,0.00,4.5 out of 5 stars,7746,"Charlie Donlea, Vivienne Leheny, et al.",Audible Audiobook,No
The Crossover Graphic Novel (The Crossover Series),https://www.amazon.com/Crossover-Graphic-Novel/dp/1328575497/ref=sr_1_243?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557144&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-243,6.49,4.8 out of 5 stars,914,Part of: The Crossover (Graphic Novel) (2 books),Paperback,No
The Summer Place: A Novel,https://www.amazon.com/Summer-Place-Novel-Jennifer-Weiner-ebook/dp/B09969JBFG/ref=sr_1_244?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557144&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-244,14.99,4.1 out of 5 stars,8310,Jennifer Weiner,Kindle,Editors' pick
The Bodyguard: A Novel,https://www.amazon.com/The-Bodyguard-A-Novel/dp/B09GCMPC93/ref=sr_1_245?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557144&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-245,0.00,4.4 out of 5 stars,3390,"Katherine Center, Patti Murin, et al.",Audible Audiobook,Editors' pick
Summer Island: A Novel,https://www.amazon.com/Summer-Island-Novel-Kristin-Hannah-ebook/dp/B000FC1KKC/ref=sr_1_246?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557144&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-246,8.99,4.4 out of 5 stars,13096,Kristin Hannah,Kindle,No
Next in Line: From the #1 bestselling author (William Warwick Novels),https://www.amazon.com/Next-Line-bestselling-must-read-crime-thriller-ebook/dp/B09HRGJBY3/ref=sr_1_247?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557144&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-247,14.99,4.5 out of 5 stars,69,Book 5 of 5: William Warwick Novels,Kindle,No
Love and Other Words,https://www.amazon.com/Love-Other-Words-Christina-Lauren/dp/1501128019/ref=sr_1_248?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557144&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-248,9.98,4.6 out of 5 stars,14579,Christina Lauren,Paperback,Editors' pick
Mummies in the Morning Graphic Novel (Magic Tree House (R)),https://www.amazon.com/Mummies-Morning-Graphic-Novel-Magic/dp/0593174798/ref=sr_1_249?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557144&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-249,9.99,4.8 out of 5 stars,127,Book 3 of 4: Magic Tree House (R),Paperback,Editors' pick
Twisted Games: A Forbidden Royal Bodyguard Romance,https://www.amazon.com/Twisted-Games-Forbidden-Bodyguard-Romance-ebook/dp/B091SLLP6H/ref=sr_1_250?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557144&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-250,0.00,4.3 out of 5 stars,11352,Book 2 of 4: Twisted,Kindle,Best Seller
"Tom Clancy Zero Hour: A Jack Ryan Jr. Novel, Book 9",https://www.amazon.com/Tom-Clancy-Zero-Hour-Novel/dp/B09HN3975W/ref=sr_1_251?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557144&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-251,0.00,4.6 out of 5 stars,5780,"Book 9 of 10: Jack Ryan, Jr.",Audible Audiobook,No
The Book Woman's Daughter: A Novel,https://www.amazon.com/Book-Womans-Daughter-Novel-ebook/dp/B09DTLD7DK/ref=sr_1_252?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557144&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-252,7.39,4.6 out of 5 stars,6957,Book 2 of 2: Book Woman of Troublesome Creek,Kindle,No
Cruel Compassion: A dystopian thriller with a hint of romance (Insurrection Series),https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg6_1?ie=UTF8&adId=A09066891YEHH2NDBLW84&url=%2FCruel-Compassion-dystopian-thriller-Insurrection%2Fdp%2F1956040005%2Fref%3Dsr_1_241_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557148%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-241-spons%26psc%3D1&qualifier=1664557148&id=6871597585180012&widgetName=sp_atf_next,15.99,4.6 out of 5 stars,50,A.E. King,Paperback,No
Fallen Shroud: Twisted Curse Book One,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg6_1?ie=UTF8&adId=A07520481VY9ONQIU2HCU&url=%2FFallen-Shroud-Twisted-Curse-Book%2Fdp%2F1736821911%2Fref%3Dsr_1_242_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557148%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-242-spons%26psc%3D1&qualifier=1664557148&id=6871597585180012&widgetName=sp_atf_next,14.99,4.2 out of 5 stars,42,D.J. Dalton,Paperback,No
Final Table: A Novel,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg6_1?ie=UTF8&adId=A08192343MQKVRXHTIFTU&url=%2FFinal-Table-Novel-Dan-Schorr%2Fdp%2F1684631076%2Fref%3Dsr_1_243_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557148%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-243-spons%26psc%3D1&qualifier=1664557148&id=6871597585180012&widgetName=sp_atf_next,16.95,4.5 out of 5 stars,110,Dan Schorr,Paperback,No
The Book Woman's Daughter: A Novel,https://www.amazon.com/Book-Womans-Daughter-Novel-ebook/dp/B09DTLD7DK/ref=sr_1_245?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557148&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-245,7.39,4.6 out of 5 stars,6957,Book 2 of 2: Book Woman of Troublesome Creek,Kindle,No
"Harry Potter and the Order of the Phoenix, Book 5",https://www.amazon.com/Harry-Potter-Order-Phoenix-Book/dp/B017V4NLJ4/ref=sr_1_246?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557148&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-246,0.00,4.8 out of 5 stars,43752,Book 5 of 7: Harry Potter,Audible Audiobook,No
"Harry Potter and the Goblet of Fire, Book 4",https://www.amazon.com/Harry-Potter-Goblet-Fire-Book/dp/B017V4NQGM/ref=sr_1_247?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557148&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-247,0.00,4.9 out of 5 stars,44723,Book 4 of 7: Harry Potter,Audible Audiobook,No
Moody,https://www.amazon.com/Moody-Penelope-Ward-ebook/dp/B0BBD52JYJ/ref=sr_1_248?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557148&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-248,4.99,4.5 out of 5 stars,1555,Penelope  Ward   and Jessica  Royer Ocken,Kindle,No
Mummies in the Morning Graphic Novel (Magic Tree House (R)),https://www.amazon.com/Mummies-Morning-Graphic-Novel-Magic/dp/0593174798/ref=sr_1_249?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557148&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-249,9.99,4.8 out of 5 stars,127,Book 3 of 4: Magic Tree House (R),Paperback,Editors' pick
Persuader: A Jack Reacher Novel,https://www.amazon.com/Persuader-Jack-Reacher-Book-7-ebook/dp/B000FBJDF2/ref=sr_1_250?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557148&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-250,9.99,4.5 out of 5 stars,13993,Book 7 of 27: Jack Reacher,Kindle,Best Seller
The Lost Girls of Willowbrook: A Heartbreaking Novel of Survival Based on True History,https://www.amazon.com/Girls-Willowbrook-Ellen-Marie-Wiseman-ebook/dp/B09MZT7QHP/ref=sr_1_251?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557148&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-251,8.21,4.3 out of 5 stars,695,Ellen Marie Wiseman,Kindle,Editors' pick
Nora Goes Off Script,https://www.amazon.com/Nora-Goes-Script-Annabel-Monaghan-ebook/dp/B09FP465DT/ref=sr_1_252?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557148&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-252,14.99,4.6 out of 5 stars,3921,Annabel Monaghan,Kindle,Editors' pick
"Olympians Boxed Set Books 7-12: Ares, Apollo, Artemis, Hermes, Hephaistos, and Dionysos",https://www.amazon.com/Olympians-Boxed-Set-Books-7-12/dp/125084181X/ref=sr_1_253?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557148&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-253,44.21,4.8 out of 5 stars,42,George O'Connor,Paperback,No
Coen: A Pittsburgh Titans Novel,https://www.amazon.com/Coen-Pittsburgh-Titans-Sawyer-Bennett-ebook/dp/B09PVP1D5L/ref=sr_1_254?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557148&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-254,5.99,4.7 out of 5 stars,199,Book 4 of 7: Pittsburgh Titans,Kindle,No
The Handmaid's Tale,https://www.amazon.com/The-Handmaids-Tale-Claire-Danes-audiobook/dp/B008X6SZ0K/ref=sr_1_255?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557148&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-255,0.00,4.4 out of 5 stars,60661,Book 1 of 2: The Handmaid's Tale,Audible Audiobook,No
Great Circle: A novel,https://www.amazon.com/Great-Circle-novel-Maggie-Shipstead-ebook/dp/B08H17FP36/ref=sr_1_256?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557148&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-256,12.99,4.4 out of 5 stars,11587,Maggie Shipstead,Kindle,Editors' pick
Forever Texas: A Thrilling Western Novel of the American Frontier (A Forever Texas Novel),https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg6_1?ie=UTF8&adId=A06563732S8SKZL5GAXTA&url=%2FForever-Texas-Novel-American-West%2Fdp%2F149673534X%2Fref%3Dsr_1_258_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557148%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-258-spons%26psc%3D1&qualifier=1664557148&id=6871597585180012&widgetName=sp_mtf,9.89,4.3 out of 5 stars,696,William W. Johnstone  and J.A. Johnstone,Paperback,No
The Uncivil War: A Vietnam War Novel (The Airmen Series),https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg6_1?ie=UTF8&adId=A00376503LGKR3U620MAI&url=%2FUncivil-War-Vietnam-Novel-Airmen%2Fdp%2FB09QNTLWRD%2Fref%3Dsr_1_259_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557148%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-259-spons%26psc%3D1&qualifier=1664557148&id=6871597585180012&widgetName=sp_mtf,19.99,4.5 out of 5 stars,208,David Lee Corley,Paperback,No
The Pain Eater,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg6_1?ie=UTF8&adId=A06143053C96UJTHM0Y97&url=%2FPain-Eater-Kyle-Muntz%2Fdp%2F1955904065%2Fref%3Dsr_1_260_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557148%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-260-spons%26psc%3D1&qualifier=1664557148&id=6871597585180012&widgetName=sp_mtf,17.06,4.2 out of 5 stars,21,Kyle Muntz,Paperback,No
Teenage Mutant Ninja Turtles: The Last Ronin,https://www.amazon.com/Teenage-Mutant-Ninja-Turtles-Ronin/dp/1684058414/ref=sr_1_261?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557148&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-261,24.99,4.9 out of 5 stars,1749,Book 1 of 1: Teenage Mutant Ninja Turtles: The Last Ronin,Hardcover,Best Seller
The Dictionary of Lost Words: A Novel,https://www.amazon.com/Dictionary-Lost-Words-Novel/dp/1984820745/ref=sr_1_262?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557148&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-262,10.96,4.4 out of 5 stars,16427,Pip Williams,Paperback,No
The Many Daughters of Afong Moy: A Novel,https://www.amazon.com/Many-Daughters-Afong-Moy-Novel-ebook/dp/B09JPHK66Q/ref=sr_1_263?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557148&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-263,14.99,4.2 out of 5 stars,1168,Jamie Ford,Kindle,Editors' pick
Afterlives: A Novel,https://www.amazon.com/Afterlives-Novel-Abdulrazak-Gurnah-ebook/dp/B09MH46CYZ/ref=sr_1_264?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557148&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-264,14.99,4.3 out of 5 stars,911,Abdulrazak Gurnah,Kindle,No
Hidden Pictures: A Novel,https://www.amazon.com/Hidden-Pictures-Novel-Jason-Rekulak/dp/1250819342/ref=sr_1_265?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557148&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-265,17.63,4.5 out of 5 stars,5112,Jason Rekulak,Hardcover,Editors' pick
Never Meant to Meet You: A Novel,https://www.amazon.com/Never-Meant-Meet-You-Novel-ebook/dp/B09NPQXLD5/ref=sr_1_266?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557148&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-266,4.99,4.4 out of 5 stars,1387,Alli Frank  and Asha Youmans,Kindle,Best Seller
This Time Tomorrow: A Novel,https://www.amazon.com/This-Time-Tomorrow-A-Novel/dp/B09HST51ZG/ref=sr_1_267?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557148&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-267,0.00,4.1 out of 5 stars,5582,"Emma Straub, Marin Ireland, et al.",Audible Audiobook,Editors' pick
Losing Hope: A Novel (Hopeless Book 2),https://www.amazon.com/Losing-Hope-Novel-Colleen-Hoover-ebook/dp/B00BOVFKOK/ref=sr_1_268?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557148&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-268,11.99,4.6 out of 5 stars,7294,Book 2 of 2: Hopeless,Kindle,No
Freaking Idiots Guides 4 Book Bundle Ebay Fiverr Kindle & Public Domain,https://www.amazon.com/Freaking-Idiots-Guides-Bundle-Fiverr/dp/1482799626/ref=sr_1_269?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557148&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-269,19.99,4.7 out of 5 stars,3,Nick Vulich,Paperback,No
Suspects,https://www.amazon.com/Suspects-Danielle-Steel-ebook/dp/B09HTCC6GN/ref=sr_1_271?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557148&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-271,14.99,4.6 out of 5 stars,5988,Danielle Steel,Kindle,No
The Primal Hunter 3: A LitRPG Adventure,https://www.amazon.com/Primal-Hunter-LitRPG-Adventure/dp/B0B6JRLWVY/ref=sr_1_272?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557148&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-272,0.00,4.8 out of 5 stars,2723,Book 3 of 4: The Primal Hunter,Audible Audiobook,No
The Great Gatsby (Deluxe Hardbound Edition),https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg6_1?ie=UTF8&adId=A00373862BT4XCVJ8IYWT&url=%2FGreat-Gatsby-DELUXE-HARDBOUND%2Fdp%2F9390183529%2Fref%3Dsr_1_273_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557148%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-273-spons%26psc%3D1&qualifier=1664557148&id=6871597585180012&widgetName=sp_mtf,15.29,4.7 out of 5 stars,927,F. Scott Fitzgerald,Hardcover,No
Fullmetal Alchemist: The Ties That Bind: Second Edition (5) (Fullmetal Alchemist (Novel)),https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg6_1?ie=UTF8&adId=A07968631VKBVMWKG9ZZ1&url=%2FFullmetal-Alchemist-Ties-Second-Novel%2Fdp%2F1974725804%2Fref%3Dsr_1_274_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557148%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-274-spons%26psc%3D1&qualifier=1664557148&id=6871597585180012&widgetName=sp_mtf,10.99,4.9 out of 5 stars,22,"Makoto Inoue , Alexander Smith, et al.",Paperback,No
Sweet Beginnings: A Candle Beach Sweet Romance (Candle Beach series),https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg6_1?ie=UTF8&adId=A0210236359CR9UDBG8L0&url=%2FSweet-Beginnings-Candle-Beach-Romance%2Fdp%2F1973321629%2Fref%3Dsr_1_275_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557148%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-275-spons%26psc%3D1&qualifier=1664557148&id=6871597585180012&widgetName=sp_mtf,12.99,4.3 out of 5 stars,5696,Nicole Ellis,Paperback,No
A Secret Desire: A Steamy Regency Romance (London Secrets),https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg6_1?ie=UTF8&adId=A0502067MB25LDU0FT40&url=%2FSecret-Desire-Regency-Romance-Secrets%2Fdp%2FB08VR8QRD8%2Fref%3Dsr_1_276_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557148%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-276-spons%26psc%3D1&qualifier=1664557148&id=6871597585180012&widgetName=sp_mtf,10.99,4.2 out of 5 stars,143,Charlie Lane,Paperback,No
The Knight at Dawn Graphic Novel (Magic Tree House (R)),https://www.amazon.com/Knight-Graphic-Novel-Magic-House/dp/0593174755/ref=sr_1_277?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557148&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-277,7.50,4.8 out of 5 stars,444,Book 2 of 4: Magic Tree House (R),Paperback,No
Game On: Tempting Twenty-Eight (Stephanie Plum Book 28),https://www.amazon.com/Game-Tempting-Twenty-Eight-Stephanie-Plum-ebook/dp/B08VJM3RKN/ref=sr_1_278?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557148&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-278,13.99,4.6 out of 5 stars,23383,Book 28 of 29: Stephanie Plum,Kindle,No
